gy_o,gy_d,Mode,bias_add,purp
6,4,rail,0,hbu
6,5,rail,0,hbu
6,5,bus,0,hbu
6,6,rail,0,hbu
6,5,rail,0,hbsh
4,6,rail,0,hbu
6,5,bus,0,hbsh
6,5,rail,0,hbpb
6,6,rail,0,hbsh
6,5,bus,0,hbpb
6,6,bus,0,hbsh
6,6,bus,0,hbu
5,6,rail,0,hbu
12,9,bus,0,hbsh
6,6,rail,0,hbpb
5,6,rail,0,hbpb
9,12,bus,0,hbsh
10,10,bus,0,hbsh
6,4,rail,0,hbsh
12,12,bus,0,hbsh
5,6,bus,0,hbpb
6,6,bus,0,hbpb
11,11,bus,0,hbsh
2,2,bus,0,hbsh
5,6,bus,0,hbu
2,2,bus,0,hbpb
8,8,bus,0,hbsh
5,6,rail,0,hbsh
5,6,bus,0,hbsh
12,9,bus,0,hbpb
3,3,bus,0,hbpb
3,3,bus,0,hbsh
9,12,bus,0,hbpb
12,12,bus,0,hbpb
6,4,rail,0,hbpb
10,10,bus,0,hbpb
11,11,bus,0,hbpb
4,6,rail,0,hbpb
9,9,bus,0,hbsh
4,6,rail,0,hbsh
8,8,bus,0,hbpb
2,2,bus,0,hbu
3,3,rail,0,hbsh
3,3,rail,0,hbpb
9,9,bus,0,hbpb
6,6,rail,0,hbw
12,12,bus,0,hbu
12,9,bus,0,hbu
6,5,rail,0,hbw
9,12,bus,0,hbu
11,11,bus,0,hbu
10,10,bus,0,hbu
7,7,bus,0,hbsh
7,7,bus,0,hbpb
8,8,bus,0,hbu
9,9,bus,0,hbu
6,4,rail,0,hbw
6,5,bus,0,hbw
2,4,bus,0,hbsh
4,2,bus,0,hbsh
5,5,bus,0,hbu
4,2,bus,0,hbpb
3,3,bus,0,hbu
5,5,bus,0,hbpb
6,6,bus,0,hbw
3,3,bus,0,hbsc
5,6,rail,0,hbes
3,3,bus,0,hbes
5,5,bus,0,hbsh
6,6,rail,0,hbsc
6,5,rail,0,hbes
6,6,rail,0,hbes
6,5,rail,0,hbso
6,6,bus,0,hbsc
4,2,bus,0,hbu
2,2,bus,0,hbsc
10,10,bus,0,hbsc
8,8,bus,0,hbsc
6,5,bus,0,hbso
12,12,bus,0,hbsc
6,4,rail,0,hbso
4,6,rail,0,hbes
6,4,rail,0,hbes
2,4,bus,0,hbpb
5,6,bus,0,hbes
11,11,bus,0,hbsc
6,6,rail,0,hbso
6,5,bus,0,hbes
9,9,bus,0,hbsc
3,4,bus,0,hbu
2,2,bus,0,hbes
6,6,bus,0,hbes
8,8,bus,0,hbw
10,10,bus,0,hbes
12,12,bus,0,hbw
4,5,bus,0,hbu
3,3,rail,0,hbu
4,5,bus,0,hbpb
12,9,bus,0,hbes
3,3,rail,0,hbes
11,11,bus,0,hbes
7,7,bus,0,hbsc
6,6,bus,0,hbso
12,12,bus,0,hbes
12,9,bus,0,hbw
9,12,bus,0,hbes
8,8,bus,0,hbes
3,4,bus,0,hbsh
3,3,rail,0,hbsc
5,4,bus,0,hbsh
3,4,bus,0,hbsc
4,5,bus,0,hbsh
4,6,rail,0,hbw
4,4,rail,0,hbpb
2,2,bus,0,hbw
10,10,bus,0,hbw
6,6,rail,0,nhbw
4,4,rail,0,hbu
5,4,bus,0,hbpb
9,9,bus,0,hbes
5,6,rail,0,hbso
5,6,bus,0,hbso
4,6,rail,0,hbso
3,3,bus,0,hbso
2,2,bus,0,hbso
12,9,bus,0,hbso
5,6,rail,0,nhbw
6,5,rail,0,nhbw
6,6,bus,0,nhbw
5,6,bus,0,nhbw
3,4,bus,0,hbpb
5,5,bus,0,hbsc
4,4,rail,0,hbsh
6,5,bus,0,nhbw
12,12,bus,0,hbso
11,11,bus,0,hbw
9,12,bus,0,hbso
10,10,bus,0,hbso
7,7,bus,0,hbes
2,2,bus,0,nhbw
11,11,bus,0,hbso
4,6,rail,0,nhbw
6,4,rail,0,nhbw
7,7,bus,0,hbu
12,12,bus,0,nhbw
4,3,bus,0,hbpb
5,6,bus,0,hbw
10,10,bus,0,nhbw
8,8,bus,0,hbso
11,11,bus,0,nhbw
5,6,rail,0,hbw
8,8,bus,0,nhbw
9,12,bus,0,hbw
2,4,bus,0,hbu
9,12,bus,0,nhbw
12,9,bus,0,nhbw
3,3,bus,0,nhbw
4,2,bus,0,hbes
9,9,bus,0,hbso
9,9,bus,0,hbw
5,5,bus,0,hbes
2,4,bus,0,hbes
5,4,bus,0,hbu
9,9,bus,0,nhbw
3,3,rail,0,hbso
2,4,bus,0,hbw
4,3,bus,0,hbsh
6,6,rail,0,nhbo
3,3,bus,0,hbw
3,3,bus,0,nhbo
6,5,rail,0,nhbo
7,7,bus,0,hbso
6,5,bus,0,nhbo
6,6,bus,0,nhbo
2,2,bus,0,nhbo
4,5,bus,0,hbes
3,4,bus,0,hbw
4,2,bus,0,hbw
5,6,rail,0,nhbo
5,6,bus,0,nhbo
10,10,bus,0,nhbo
11,11,bus,0,nhbo
12,12,bus,0,nhbo
12,9,bus,0,nhbo
9,12,bus,0,nhbo
8,8,bus,0,nhbo
6,4,rail,0,nhbo
7,7,bus,0,hbw
4,2,bus,0,hbso
5,4,bus,0,hbes
4,6,rail,0,nhbo
3,3,rail,0,nhbw
2,4,bus,0,hbso
4,5,bus,0,hbw
9,9,bus,0,nhbo
4,3,bus,0,hbsc
5,5,bus,0,hbso
7,7,bus,0,nhbw
3,5,bus,0,hbu
5,5,bus,0,hbw
4,4,rail,0,hbes
5,5,bus,0,nhbw
4,5,bus,0,hbso
3,3,rail,0,nhbo
5,4,bus,0,hbso
2,4,bus,0,nhbw
4,2,bus,0,nhbw
5,4,bus,0,hbw
7,7,bus,0,nhbo
5,3,bus,0,hbsh
3,3,rail,0,hbw
2,4,bus,0,nhbo
4,2,bus,0,nhbo
5,5,bus,0,nhbo
3,4,bus,0,hbes
3,4,bus,0,hbso
5,4,bus,0,nhbw
4,4,rail,0,hbso
4,5,bus,0,nhbw
4,4,rail,0,hbw
5,4,bus,0,nhbo
4,5,bus,0,nhbo
4,4,bus,0,hbu
4,4,rail,0,nhbw
4,3,bus,0,hbso
4,4,bus,0,hbpb
4,4,rail,0,hbsc
3,5,bus,0,hbw
4,4,bus,0,hbsh
3,5,bus,0,hbes
5,3,bus,0,hbes
3,4,bus,0,nhbo
5,3,bus,0,hbpb
4,4,rail,0,nhbo
4,3,bus,0,hbes
5,3,bus,0,hbso
4,3,bus,0,nhbo
3,4,bus,0,nhbw
4,3,bus,0,nhbw
5,3,bus,0,nhbo
3,5,bus,0,nhbo
3,5,bus,0,hbso
4,3,bus,0,hbw
3,5,bus,0,hbsh
5,3,bus,0,nhbw
3,5,bus,0,nhbw
3,5,bus,0,hbpb
5,3,bus,0,hbw
4,4,bus,0,hbw
4,4,bus,0,hbso
4,4,bus,0,hbes
4,4,bus,0,hbsc
4,4,bus,0,nhbw
4,3,bus,0,hbu
4,4,bus,0,nhbo
3,4,rail,0,hbsc
1,2,rail,0,hbw
1,3,rail,0,hbw
1,4,rail,0,hbw
1,5,rail,0,hbw
1,6,rail,0,hbw
1,7,rail,0,hbw
1,8,rail,0,hbw
1,9,rail,0,hbw
1,10,rail,0,hbw
1,11,rail,0,hbw
1,12,rail,0,hbw
1,13,rail,0,hbw
1,14,rail,0,hbw
1,15,rail,0,hbw
2,4,rail,0,hbw
2,5,rail,0,hbw
2,6,rail,0,hbw
2,7,rail,0,hbw
2,8,rail,0,hbw
2,9,rail,0,hbw
2,10,rail,0,hbw
2,11,rail,0,hbw
2,12,rail,0,hbw
2,13,rail,0,hbw
2,14,rail,0,hbw
2,15,rail,0,hbw
3,6,rail,0,hbw
3,8,rail,0,hbw
3,10,rail,0,hbw
3,11,rail,0,hbw
3,12,rail,0,hbw
3,13,rail,0,hbw
3,14,rail,0,hbw
3,15,rail,0,hbw
4,5,rail,0,hbw
4,8,rail,0,hbw
4,10,rail,0,hbw
4,11,rail,0,hbw
4,12,rail,0,hbw
4,13,rail,0,hbw
4,14,rail,0,hbw
4,15,rail,0,hbw
5,7,rail,0,hbw
5,8,rail,0,hbw
5,10,rail,0,hbw
5,11,rail,0,hbw
5,12,rail,0,hbw
5,13,rail,0,hbw
5,14,rail,0,hbw
5,15,rail,0,hbw
6,7,rail,0,hbw
6,8,rail,0,hbw
6,9,rail,0,hbw
6,10,rail,0,hbw
6,11,rail,0,hbw
6,12,rail,0,hbw
6,13,rail,0,hbw
6,14,rail,0,hbw
6,15,rail,0,hbw
7,8,rail,0,hbw
7,9,rail,0,hbw
7,10,rail,0,hbw
7,11,rail,0,hbw
7,12,rail,0,hbw
7,13,rail,0,hbw
7,14,rail,0,hbw
7,15,rail,0,hbw
8,9,rail,0,hbw
8,10,rail,0,hbw
8,11,rail,0,hbw
8,12,rail,0,hbw
8,13,rail,0,hbw
8,14,rail,0,hbw
8,15,rail,0,hbw
9,10,rail,0,hbw
9,11,rail,0,hbw
9,12,rail,0,hbw
9,13,rail,0,hbw
9,14,rail,0,hbw
9,15,rail,0,hbw
10,11,rail,0,hbw
10,12,rail,0,hbw
10,13,rail,0,hbw
10,14,rail,0,hbw
10,15,rail,0,hbw
11,12,rail,0,hbw
11,13,rail,0,hbw
11,14,rail,0,hbw
11,15,rail,0,hbw
12,13,rail,0,hbw
12,14,rail,0,hbw
12,15,rail,0,hbw
13,14,rail,0,hbw
13,15,rail,0,hbw
14,15,rail,0,hbw
2,1,rail,0,hbw
3,1,rail,0,hbw
4,1,rail,0,hbw
5,1,rail,0,hbw
6,1,rail,0,hbw
7,1,rail,0,hbw
8,1,rail,0,hbw
9,1,rail,0,hbw
10,1,rail,0,hbw
11,1,rail,0,hbw
12,1,rail,0,hbw
13,1,rail,0,hbw
14,1,rail,0,hbw
15,1,rail,0,hbw
4,2,rail,0,hbw
5,2,rail,0,hbw
6,2,rail,0,hbw
7,2,rail,0,hbw
8,2,rail,0,hbw
9,2,rail,0,hbw
10,2,rail,0,hbw
11,2,rail,0,hbw
12,2,rail,0,hbw
13,2,rail,0,hbw
14,2,rail,0,hbw
15,2,rail,0,hbw
6,3,rail,0,hbw
8,3,rail,0,hbw
10,3,rail,0,hbw
11,3,rail,0,hbw
12,3,rail,0,hbw
13,3,rail,0,hbw
14,3,rail,0,hbw
15,3,rail,0,hbw
5,4,rail,0,hbw
8,4,rail,0,hbw
10,4,rail,0,hbw
11,4,rail,0,hbw
12,4,rail,0,hbw
13,4,rail,0,hbw
14,4,rail,0,hbw
15,4,rail,0,hbw
7,5,rail,0,hbw
8,5,rail,0,hbw
10,5,rail,0,hbw
11,5,rail,0,hbw
12,5,rail,0,hbw
13,5,rail,0,hbw
14,5,rail,0,hbw
15,5,rail,0,hbw
7,6,rail,0,hbw
8,6,rail,0,hbw
9,6,rail,0,hbw
10,6,rail,0,hbw
11,6,rail,0,hbw
12,6,rail,0,hbw
13,6,rail,0,hbw
14,6,rail,0,hbw
15,6,rail,0,hbw
8,7,rail,0,hbw
9,7,rail,0,hbw
10,7,rail,0,hbw
11,7,rail,0,hbw
12,7,rail,0,hbw
13,7,rail,0,hbw
14,7,rail,0,hbw
15,7,rail,0,hbw
9,8,rail,0,hbw
10,8,rail,0,hbw
11,8,rail,0,hbw
12,8,rail,0,hbw
13,8,rail,0,hbw
14,8,rail,0,hbw
15,8,rail,0,hbw
10,9,rail,0,hbw
11,9,rail,0,hbw
12,9,rail,0,hbw
13,9,rail,0,hbw
14,9,rail,0,hbw
15,9,rail,0,hbw
11,10,rail,0,hbw
12,10,rail,0,hbw
13,10,rail,0,hbw
14,10,rail,0,hbw
15,10,rail,0,hbw
12,11,rail,0,hbw
13,11,rail,0,hbw
14,11,rail,0,hbw
15,11,rail,0,hbw
13,12,rail,0,hbw
14,12,rail,0,hbw
15,12,rail,0,hbw
14,13,rail,0,hbw
15,13,rail,0,hbw
15,14,rail,0,hbw
1,1,rail,0,hbw
2,2,rail,0,hbw
5,5,rail,0,hbw
7,7,rail,0,hbw
8,8,rail,0,hbw
9,9,rail,0,hbw
10,10,rail,0,hbw
11,11,rail,0,hbw
12,12,rail,0,hbw
13,13,rail,0,hbw
14,14,rail,0,hbw
15,15,rail,0,hbw
1,1,bus,0,hbw
1,2,bus,0,hbw
1,3,bus,0,hbw
1,4,bus,0,hbw
1,5,bus,0,hbw
1,6,bus,0,hbw
1,7,bus,0,hbw
1,8,bus,0,hbw
1,9,bus,0,hbw
1,10,bus,0,hbw
1,11,bus,0,hbw
1,12,bus,0,hbw
1,13,bus,0,hbw
1,14,bus,0,hbw
1,15,bus,0,hbw
2,1,bus,0,hbw
2,3,bus,0,hbw
2,5,bus,0,hbw
2,6,bus,0,hbw
2,7,bus,0,hbw
2,8,bus,0,hbw
2,9,bus,0,hbw
2,10,bus,0,hbw
2,11,bus,0,hbw
2,12,bus,0,hbw
2,13,bus,0,hbw
2,14,bus,0,hbw
2,15,bus,0,hbw
3,1,bus,0,hbw
3,2,bus,0,hbw
3,6,bus,0,hbw
3,7,bus,0,hbw
3,8,bus,0,hbw
3,9,bus,0,hbw
3,10,bus,0,hbw
3,11,bus,0,hbw
3,12,bus,0,hbw
3,13,bus,0,hbw
3,14,bus,0,hbw
3,15,bus,0,hbw
4,1,bus,0,hbw
4,6,bus,0,hbw
4,7,bus,0,hbw
4,8,bus,0,hbw
4,9,bus,0,hbw
4,10,bus,0,hbw
4,11,bus,0,hbw
4,12,bus,0,hbw
4,13,bus,0,hbw
4,14,bus,0,hbw
4,15,bus,0,hbw
5,1,bus,0,hbw
5,2,bus,0,hbw
5,7,bus,0,hbw
5,8,bus,0,hbw
5,9,bus,0,hbw
5,10,bus,0,hbw
5,11,bus,0,hbw
5,12,bus,0,hbw
5,13,bus,0,hbw
5,14,bus,0,hbw
5,15,bus,0,hbw
6,1,bus,0,hbw
6,2,bus,0,hbw
6,3,bus,0,hbw
6,4,bus,0,hbw
6,7,bus,0,hbw
6,8,bus,0,hbw
6,9,bus,0,hbw
6,10,bus,0,hbw
6,11,bus,0,hbw
6,12,bus,0,hbw
6,13,bus,0,hbw
6,14,bus,0,hbw
6,15,bus,0,hbw
7,1,bus,0,hbw
7,2,bus,0,hbw
7,3,bus,0,hbw
7,4,bus,0,hbw
7,5,bus,0,hbw
7,6,bus,0,hbw
7,8,bus,0,hbw
7,9,bus,0,hbw
7,10,bus,0,hbw
7,11,bus,0,hbw
7,12,bus,0,hbw
7,13,bus,0,hbw
7,14,bus,0,hbw
7,15,bus,0,hbw
8,1,bus,0,hbw
8,2,bus,0,hbw
8,3,bus,0,hbw
8,4,bus,0,hbw
8,5,bus,0,hbw
8,6,bus,0,hbw
8,7,bus,0,hbw
8,9,bus,0,hbw
8,10,bus,0,hbw
8,11,bus,0,hbw
8,12,bus,0,hbw
8,13,bus,0,hbw
8,14,bus,0,hbw
8,15,bus,0,hbw
9,1,bus,0,hbw
9,2,bus,0,hbw
9,3,bus,0,hbw
9,4,bus,0,hbw
9,5,bus,0,hbw
9,6,bus,0,hbw
9,7,bus,0,hbw
9,8,bus,0,hbw
9,10,bus,0,hbw
9,11,bus,0,hbw
9,13,bus,0,hbw
9,14,bus,0,hbw
9,15,bus,0,hbw
10,1,bus,0,hbw
10,2,bus,0,hbw
10,3,bus,0,hbw
10,4,bus,0,hbw
10,5,bus,0,hbw
10,6,bus,0,hbw
10,7,bus,0,hbw
10,8,bus,0,hbw
10,9,bus,0,hbw
10,11,bus,0,hbw
10,12,bus,0,hbw
10,13,bus,0,hbw
10,14,bus,0,hbw
10,15,bus,0,hbw
11,1,bus,0,hbw
11,2,bus,0,hbw
11,3,bus,0,hbw
11,4,bus,0,hbw
11,5,bus,0,hbw
11,6,bus,0,hbw
11,7,bus,0,hbw
11,8,bus,0,hbw
11,9,bus,0,hbw
11,10,bus,0,hbw
11,12,bus,0,hbw
11,13,bus,0,hbw
11,14,bus,0,hbw
11,15,bus,0,hbw
12,1,bus,0,hbw
12,2,bus,0,hbw
12,3,bus,0,hbw
12,4,bus,0,hbw
12,5,bus,0,hbw
12,6,bus,0,hbw
12,7,bus,0,hbw
12,8,bus,0,hbw
12,10,bus,0,hbw
12,11,bus,0,hbw
12,13,bus,0,hbw
12,14,bus,0,hbw
12,15,bus,0,hbw
13,1,bus,0,hbw
13,2,bus,0,hbw
13,3,bus,0,hbw
13,4,bus,0,hbw
13,5,bus,0,hbw
13,6,bus,0,hbw
13,7,bus,0,hbw
13,8,bus,0,hbw
13,9,bus,0,hbw
13,10,bus,0,hbw
13,11,bus,0,hbw
13,12,bus,0,hbw
13,13,bus,0,hbw
13,14,bus,0,hbw
13,15,bus,0,hbw
14,1,bus,0,hbw
14,2,bus,0,hbw
14,3,bus,0,hbw
14,4,bus,0,hbw
14,5,bus,0,hbw
14,6,bus,0,hbw
14,7,bus,0,hbw
14,8,bus,0,hbw
14,9,bus,0,hbw
14,10,bus,0,hbw
14,11,bus,0,hbw
14,12,bus,0,hbw
14,13,bus,0,hbw
14,14,bus,0,hbw
14,15,bus,0,hbw
15,1,bus,0,hbw
15,2,bus,0,hbw
15,3,bus,0,hbw
15,4,bus,0,hbw
15,5,bus,0,hbw
15,6,bus,0,hbw
15,7,bus,0,hbw
15,8,bus,0,hbw
15,9,bus,0,hbw
15,10,bus,0,hbw
15,11,bus,0,hbw
15,12,bus,0,hbw
15,13,bus,0,hbw
15,14,bus,0,hbw
15,15,bus,0,hbw
1,2,rail,0,hbu
1,3,rail,0,hbu
1,4,rail,0,hbu
1,5,rail,0,hbu
1,6,rail,0,hbu
1,7,rail,0,hbu
1,8,rail,0,hbu
1,9,rail,0,hbu
1,10,rail,0,hbu
1,11,rail,0,hbu
1,12,rail,0,hbu
1,13,rail,0,hbu
1,14,rail,0,hbu
1,15,rail,0,hbu
2,4,rail,0,hbu
2,5,rail,0,hbu
2,6,rail,0,hbu
2,7,rail,0,hbu
2,8,rail,0,hbu
2,9,rail,0,hbu
2,10,rail,0,hbu
2,11,rail,0,hbu
2,12,rail,0,hbu
2,13,rail,0,hbu
2,14,rail,0,hbu
2,15,rail,0,hbu
3,6,rail,0,hbu
3,8,rail,0,hbu
3,10,rail,0,hbu
3,11,rail,0,hbu
3,12,rail,0,hbu
3,13,rail,0,hbu
3,14,rail,0,hbu
3,15,rail,0,hbu
4,5,rail,0,hbu
4,8,rail,0,hbu
4,10,rail,0,hbu
4,11,rail,0,hbu
4,12,rail,0,hbu
4,13,rail,0,hbu
4,14,rail,0,hbu
4,15,rail,0,hbu
5,7,rail,0,hbu
5,8,rail,0,hbu
5,10,rail,0,hbu
5,11,rail,0,hbu
5,12,rail,0,hbu
5,13,rail,0,hbu
5,14,rail,0,hbu
5,15,rail,0,hbu
6,7,rail,0,hbu
6,8,rail,0,hbu
6,9,rail,0,hbu
6,10,rail,0,hbu
6,11,rail,0,hbu
6,12,rail,0,hbu
6,13,rail,0,hbu
6,14,rail,0,hbu
6,15,rail,0,hbu
7,8,rail,0,hbu
7,9,rail,0,hbu
7,10,rail,0,hbu
7,11,rail,0,hbu
7,12,rail,0,hbu
7,13,rail,0,hbu
7,14,rail,0,hbu
7,15,rail,0,hbu
8,9,rail,0,hbu
8,10,rail,0,hbu
8,11,rail,0,hbu
8,12,rail,0,hbu
8,13,rail,0,hbu
8,14,rail,0,hbu
8,15,rail,0,hbu
9,10,rail,0,hbu
9,11,rail,0,hbu
9,12,rail,0,hbu
9,13,rail,0,hbu
9,14,rail,0,hbu
9,15,rail,0,hbu
10,11,rail,0,hbu
10,12,rail,0,hbu
10,13,rail,0,hbu
10,14,rail,0,hbu
10,15,rail,0,hbu
11,12,rail,0,hbu
11,13,rail,0,hbu
11,14,rail,0,hbu
11,15,rail,0,hbu
12,13,rail,0,hbu
12,14,rail,0,hbu
12,15,rail,0,hbu
13,14,rail,0,hbu
13,15,rail,0,hbu
14,15,rail,0,hbu
2,1,rail,0,hbu
3,1,rail,0,hbu
4,1,rail,0,hbu
5,1,rail,0,hbu
6,1,rail,0,hbu
7,1,rail,0,hbu
8,1,rail,0,hbu
9,1,rail,0,hbu
10,1,rail,0,hbu
11,1,rail,0,hbu
12,1,rail,0,hbu
13,1,rail,0,hbu
14,1,rail,0,hbu
15,1,rail,0,hbu
4,2,rail,0,hbu
5,2,rail,0,hbu
6,2,rail,0,hbu
7,2,rail,0,hbu
8,2,rail,0,hbu
9,2,rail,0,hbu
10,2,rail,0,hbu
11,2,rail,0,hbu
12,2,rail,0,hbu
13,2,rail,0,hbu
14,2,rail,0,hbu
15,2,rail,0,hbu
6,3,rail,0,hbu
8,3,rail,0,hbu
10,3,rail,0,hbu
11,3,rail,0,hbu
12,3,rail,0,hbu
13,3,rail,0,hbu
14,3,rail,0,hbu
15,3,rail,0,hbu
5,4,rail,0,hbu
8,4,rail,0,hbu
10,4,rail,0,hbu
11,4,rail,0,hbu
12,4,rail,0,hbu
13,4,rail,0,hbu
14,4,rail,0,hbu
15,4,rail,0,hbu
7,5,rail,0,hbu
8,5,rail,0,hbu
10,5,rail,0,hbu
11,5,rail,0,hbu
12,5,rail,0,hbu
13,5,rail,0,hbu
14,5,rail,0,hbu
15,5,rail,0,hbu
7,6,rail,0,hbu
8,6,rail,0,hbu
9,6,rail,0,hbu
10,6,rail,0,hbu
11,6,rail,0,hbu
12,6,rail,0,hbu
13,6,rail,0,hbu
14,6,rail,0,hbu
15,6,rail,0,hbu
8,7,rail,0,hbu
9,7,rail,0,hbu
10,7,rail,0,hbu
11,7,rail,0,hbu
12,7,rail,0,hbu
13,7,rail,0,hbu
14,7,rail,0,hbu
15,7,rail,0,hbu
9,8,rail,0,hbu
10,8,rail,0,hbu
11,8,rail,0,hbu
12,8,rail,0,hbu
13,8,rail,0,hbu
14,8,rail,0,hbu
15,8,rail,0,hbu
10,9,rail,0,hbu
11,9,rail,0,hbu
12,9,rail,0,hbu
13,9,rail,0,hbu
14,9,rail,0,hbu
15,9,rail,0,hbu
11,10,rail,0,hbu
12,10,rail,0,hbu
13,10,rail,0,hbu
14,10,rail,0,hbu
15,10,rail,0,hbu
12,11,rail,0,hbu
