gy_o,gy_d,Mode,bias_add,purp
13,11,rail,0,hbu
14,11,rail,0,hbu
15,11,rail,0,hbu
13,12,rail,0,hbu
14,12,rail,0,hbu
15,12,rail,0,hbu
14,13,rail,0,hbu
15,13,rail,0,hbu
15,14,rail,0,hbu
1,1,rail,0,hbu
2,2,rail,0,hbu
5,5,rail,0,hbu
7,7,rail,0,hbu
8,8,rail,0,hbu
9,9,rail,0,hbu
10,10,rail,0,hbu
11,11,rail,0,hbu
12,12,rail,0,hbu
13,13,rail,0,hbu
14,14,rail,0,hbu
15,15,rail,0,hbu
1,1,bus,0,hbu
1,2,bus,0,hbu
1,3,bus,0,hbu
1,4,bus,0,hbu
1,5,bus,0,hbu
1,6,bus,0,hbu
1,7,bus,0,hbu
1,8,bus,0,hbu
1,9,bus,0,hbu
1,10,bus,0,hbu
1,11,bus,0,hbu
1,12,bus,0,hbu
1,13,bus,0,hbu
1,14,bus,0,hbu
1,15,bus,0,hbu
2,1,bus,0,hbu
2,3,bus,0,hbu
2,5,bus,0,hbu
2,6,bus,0,hbu
2,7,bus,0,hbu
2,8,bus,0,hbu
2,9,bus,0,hbu
2,10,bus,0,hbu
2,11,bus,0,hbu
2,12,bus,0,hbu
2,13,bus,0,hbu
2,14,bus,0,hbu
2,15,bus,0,hbu
3,1,bus,0,hbu
3,2,bus,0,hbu
3,6,bus,0,hbu
3,7,bus,0,hbu
3,8,bus,0,hbu
3,9,bus,0,hbu
3,10,bus,0,hbu
3,11,bus,0,hbu
3,12,bus,0,hbu
3,13,bus,0,hbu
3,14,bus,0,hbu
3,15,bus,0,hbu
4,1,bus,0,hbu
4,6,bus,0,hbu
4,7,bus,0,hbu
4,8,bus,0,hbu
4,9,bus,0,hbu
4,10,bus,0,hbu
4,11,bus,0,hbu
4,12,bus,0,hbu
4,13,bus,0,hbu
4,14,bus,0,hbu
4,15,bus,0,hbu
5,1,bus,0,hbu
5,2,bus,0,hbu
5,7,bus,0,hbu
5,8,bus,0,hbu
5,9,bus,0,hbu
5,10,bus,0,hbu
5,11,bus,0,hbu
5,12,bus,0,hbu
5,13,bus,0,hbu
5,14,bus,0,hbu
5,15,bus,0,hbu
6,1,bus,0,hbu
6,2,bus,0,hbu
6,3,bus,0,hbu
6,4,bus,0,hbu
6,7,bus,0,hbu
6,8,bus,0,hbu
6,9,bus,0,hbu
6,10,bus,0,hbu
6,11,bus,0,hbu
6,12,bus,0,hbu
6,13,bus,0,hbu
6,14,bus,0,hbu
6,15,bus,0,hbu
7,1,bus,0,hbu
7,2,bus,0,hbu
7,3,bus,0,hbu
7,4,bus,0,hbu
7,5,bus,0,hbu
7,6,bus,0,hbu
7,8,bus,0,hbu
7,9,bus,0,hbu
7,10,bus,0,hbu
7,11,bus,0,hbu
7,12,bus,0,hbu
7,13,bus,0,hbu
7,14,bus,0,hbu
7,15,bus,0,hbu
8,1,bus,0,hbu
8,2,bus,0,hbu
8,3,bus,0,hbu
8,4,bus,0,hbu
8,5,bus,0,hbu
8,6,bus,0,hbu
8,7,bus,0,hbu
8,9,bus,0,hbu
8,10,bus,0,hbu
8,11,bus,0,hbu
8,12,bus,0,hbu
8,13,bus,0,hbu
8,14,bus,0,hbu
8,15,bus,0,hbu
9,1,bus,0,hbu
9,2,bus,0,hbu
9,3,bus,0,hbu
9,4,bus,0,hbu
9,5,bus,0,hbu
9,6,bus,0,hbu
9,7,bus,0,hbu
9,8,bus,0,hbu
9,10,bus,0,hbu
9,11,bus,0,hbu
9,13,bus,0,hbu
9,14,bus,0,hbu
9,15,bus,0,hbu
10,1,bus,0,hbu
10,2,bus,0,hbu
10,3,bus,0,hbu
10,4,bus,0,hbu
10,5,bus,0,hbu
10,6,bus,0,hbu
10,7,bus,0,hbu
10,8,bus,0,hbu
10,9,bus,0,hbu
10,11,bus,0,hbu
10,12,bus,0,hbu
10,13,bus,0,hbu
10,14,bus,0,hbu
10,15,bus,0,hbu
11,1,bus,0,hbu
11,2,bus,0,hbu
11,3,bus,0,hbu
11,4,bus,0,hbu
11,5,bus,0,hbu
11,6,bus,0,hbu
11,7,bus,0,hbu
11,8,bus,0,hbu
11,9,bus,0,hbu
11,10,bus,0,hbu
11,12,bus,0,hbu
11,13,bus,0,hbu
11,14,bus,0,hbu
11,15,bus,0,hbu
12,1,bus,0,hbu
12,2,bus,0,hbu
12,3,bus,0,hbu
12,4,bus,0,hbu
12,5,bus,0,hbu
12,6,bus,0,hbu
12,7,bus,0,hbu
12,8,bus,0,hbu
12,10,bus,0,hbu
12,11,bus,0,hbu
12,13,bus,0,hbu
12,14,bus,0,hbu
12,15,bus,0,hbu
13,1,bus,0,hbu
13,2,bus,0,hbu
13,3,bus,0,hbu
13,4,bus,0,hbu
13,5,bus,0,hbu
13,6,bus,0,hbu
13,7,bus,0,hbu
13,8,bus,0,hbu
13,9,bus,0,hbu
13,10,bus,0,hbu
13,11,bus,0,hbu
13,12,bus,0,hbu
13,13,bus,0,hbu
13,14,bus,0,hbu
13,15,bus,0,hbu
14,1,bus,0,hbu
14,2,bus,0,hbu
14,3,bus,0,hbu
14,4,bus,0,hbu
14,5,bus,0,hbu
14,6,bus,0,hbu
14,7,bus,0,hbu
14,8,bus,0,hbu
14,9,bus,0,hbu
14,10,bus,0,hbu
14,11,bus,0,hbu
14,12,bus,0,hbu
14,13,bus,0,hbu
14,14,bus,0,hbu
14,15,bus,0,hbu
15,1,bus,0,hbu
15,2,bus,0,hbu
15,3,bus,0,hbu
15,4,bus,0,hbu
15,5,bus,0,hbu
15,6,bus,0,hbu
15,7,bus,0,hbu
15,8,bus,0,hbu
15,9,bus,0,hbu
15,10,bus,0,hbu
15,11,bus,0,hbu
15,12,bus,0,hbu
15,13,bus,0,hbu
15,14,bus,0,hbu
15,15,bus,0,hbu
1,2,rail,0,hbsc
1,3,rail,0,hbsc
1,4,rail,0,hbsc
1,5,rail,0,hbsc
1,6,rail,0,hbsc
1,7,rail,0,hbsc
1,8,rail,0,hbsc
1,9,rail,0,hbsc
1,10,rail,0,hbsc
1,11,rail,0,hbsc
1,12,rail,0,hbsc
1,13,rail,0,hbsc
1,14,rail,0,hbsc
1,15,rail,0,hbsc
2,3,rail,0,hbsc
2,4,rail,0,hbsc
2,5,rail,0,hbsc
2,6,rail,0,hbsc
2,7,rail,0,hbsc
2,8,rail,0,hbsc
2,9,rail,0,hbsc
2,10,rail,0,hbsc
2,11,rail,0,hbsc
2,12,rail,0,hbsc
2,13,rail,0,hbsc
2,14,rail,0,hbsc
2,15,rail,0,hbsc
3,5,rail,0,hbsc
3,6,rail,0,hbsc
3,7,rail,0,hbsc
3,8,rail,0,hbsc
3,9,rail,0,hbsc
3,10,rail,0,hbsc
3,11,rail,0,hbsc
3,12,rail,0,hbsc
3,13,rail,0,hbsc
3,14,rail,0,hbsc
3,15,rail,0,hbsc
4,5,rail,0,hbsc
4,6,rail,0,hbsc
4,7,rail,0,hbsc
4,8,rail,0,hbsc
4,9,rail,0,hbsc
4,10,rail,0,hbsc
4,11,rail,0,hbsc
4,12,rail,0,hbsc
4,13,rail,0,hbsc
4,14,rail,0,hbsc
4,15,rail,0,hbsc
5,6,rail,0,hbsc
5,7,rail,0,hbsc
5,8,rail,0,hbsc
5,9,rail,0,hbsc
5,10,rail,0,hbsc
5,11,rail,0,hbsc
5,12,rail,0,hbsc
5,13,rail,0,hbsc
5,14,rail,0,hbsc
5,15,rail,0,hbsc
6,7,rail,0,hbsc
6,8,rail,0,hbsc
6,9,rail,0,hbsc
6,10,rail,0,hbsc
6,11,rail,0,hbsc
6,12,rail,0,hbsc
6,13,rail,0,hbsc
6,14,rail,0,hbsc
6,15,rail,0,hbsc
7,8,rail,0,hbsc
7,9,rail,0,hbsc
7,10,rail,0,hbsc
7,11,rail,0,hbsc
7,12,rail,0,hbsc
7,13,rail,0,hbsc
7,14,rail,0,hbsc
7,15,rail,0,hbsc
8,9,rail,0,hbsc
8,10,rail,0,hbsc
8,11,rail,0,hbsc
8,12,rail,0,hbsc
8,13,rail,0,hbsc
8,14,rail,0,hbsc
8,15,rail,0,hbsc
9,10,rail,0,hbsc
9,11,rail,0,hbsc
9,12,rail,0,hbsc
9,13,rail,0,hbsc
9,14,rail,0,hbsc
9,15,rail,0,hbsc
10,11,rail,0,hbsc
10,12,rail,0,hbsc
10,13,rail,0,hbsc
10,14,rail,0,hbsc
10,15,rail,0,hbsc
11,12,rail,0,hbsc
11,13,rail,0,hbsc
11,14,rail,0,hbsc
11,15,rail,0,hbsc
12,13,rail,0,hbsc
12,14,rail,0,hbsc
12,15,rail,0,hbsc
13,14,rail,0,hbsc
13,15,rail,0,hbsc
14,15,rail,0,hbsc
2,1,rail,0,hbsc
3,1,rail,0,hbsc
4,1,rail,0,hbsc
5,1,rail,0,hbsc
6,1,rail,0,hbsc
7,1,rail,0,hbsc
8,1,rail,0,hbsc
9,1,rail,0,hbsc
10,1,rail,0,hbsc
11,1,rail,0,hbsc
12,1,rail,0,hbsc
13,1,rail,0,hbsc
14,1,rail,0,hbsc
15,1,rail,0,hbsc
3,2,rail,0,hbsc
4,2,rail,0,hbsc
5,2,rail,0,hbsc
6,2,rail,0,hbsc
7,2,rail,0,hbsc
8,2,rail,0,hbsc
9,2,rail,0,hbsc
10,2,rail,0,hbsc
11,2,rail,0,hbsc
12,2,rail,0,hbsc
13,2,rail,0,hbsc
14,2,rail,0,hbsc
15,2,rail,0,hbsc
5,3,rail,0,hbsc
6,3,rail,0,hbsc
7,3,rail,0,hbsc
8,3,rail,0,hbsc
9,3,rail,0,hbsc
10,3,rail,0,hbsc
11,3,rail,0,hbsc
12,3,rail,0,hbsc
13,3,rail,0,hbsc
14,3,rail,0,hbsc
15,3,rail,0,hbsc
5,4,rail,0,hbsc
6,4,rail,0,hbsc
7,4,rail,0,hbsc
8,4,rail,0,hbsc
9,4,rail,0,hbsc
10,4,rail,0,hbsc
11,4,rail,0,hbsc
12,4,rail,0,hbsc
13,4,rail,0,hbsc
14,4,rail,0,hbsc
15,4,rail,0,hbsc
6,5,rail,0,hbsc
7,5,rail,0,hbsc
8,5,rail,0,hbsc
9,5,rail,0,hbsc
10,5,rail,0,hbsc
11,5,rail,0,hbsc
12,5,rail,0,hbsc
13,5,rail,0,hbsc
14,5,rail,0,hbsc
15,5,rail,0,hbsc
7,6,rail,0,hbsc
8,6,rail,0,hbsc
9,6,rail,0,hbsc
10,6,rail,0,hbsc
11,6,rail,0,hbsc
12,6,rail,0,hbsc
13,6,rail,0,hbsc
14,6,rail,0,hbsc
15,6,rail,0,hbsc
8,7,rail,0,hbsc
9,7,rail,0,hbsc
10,7,rail,0,hbsc
11,7,rail,0,hbsc
12,7,rail,0,hbsc
13,7,rail,0,hbsc
14,7,rail,0,hbsc
15,7,rail,0,hbsc
9,8,rail,0,hbsc
10,8,rail,0,hbsc
11,8,rail,0,hbsc
12,8,rail,0,hbsc
13,8,rail,0,hbsc
14,8,rail,0,hbsc
15,8,rail,0,hbsc
10,9,rail,0,hbsc
11,9,rail,0,hbsc
12,9,rail,0,hbsc
13,9,rail,0,hbsc
14,9,rail,0,hbsc
15,9,rail,0,hbsc
11,10,rail,0,hbsc
12,10,rail,0,hbsc
13,10,rail,0,hbsc
14,10,rail,0,hbsc
15,10,rail,0,hbsc
12,11,rail,0,hbsc
13,11,rail,0,hbsc
14,11,rail,0,hbsc
15,11,rail,0,hbsc
13,12,rail,0,hbsc
14,12,rail,0,hbsc
15,12,rail,0,hbsc
14,13,rail,0,hbsc
15,13,rail,0,hbsc
15,14,rail,0,hbsc
1,1,rail,0,hbsc
2,2,rail,0,hbsc
5,5,rail,0,hbsc
7,7,rail,0,hbsc
8,8,rail,0,hbsc
9,9,rail,0,hbsc
10,10,rail,0,hbsc
11,11,rail,0,hbsc
12,12,rail,0,hbsc
13,13,rail,0,hbsc
14,14,rail,0,hbsc
15,15,rail,0,hbsc
1,1,bus,0,hbsc
1,2,bus,0,hbsc
1,3,bus,0,hbsc
1,4,bus,0,hbsc
1,5,bus,0,hbsc
1,6,bus,0,hbsc
1,7,bus,0,hbsc
1,8,bus,0,hbsc
1,9,bus,0,hbsc
1,10,bus,0,hbsc
1,11,bus,0,hbsc
1,12,bus,0,hbsc
1,13,bus,0,hbsc
1,14,bus,0,hbsc
1,15,bus,0,hbsc
2,1,bus,0,hbsc
2,3,bus,0,hbsc
2,4,bus,0,hbsc
2,5,bus,0,hbsc
2,6,bus,0,hbsc
2,7,bus,0,hbsc
2,8,bus,0,hbsc
2,9,bus,0,hbsc
2,10,bus,0,hbsc
2,11,bus,0,hbsc
2,12,bus,0,hbsc
2,13,bus,0,hbsc
2,14,bus,0,hbsc
2,15,bus,0,hbsc
3,1,bus,0,hbsc
3,2,bus,0,hbsc
3,5,bus,0,hbsc
3,6,bus,0,hbsc
3,7,bus,0,hbsc
3,8,bus,0,hbsc
3,9,bus,0,hbsc
3,10,bus,0,hbsc
3,11,bus,0,hbsc
3,12,bus,0,hbsc
3,13,bus,0,hbsc
3,14,bus,0,hbsc
3,15,bus,0,hbsc
4,1,bus,0,hbsc
4,2,bus,0,hbsc
4,5,bus,0,hbsc
4,6,bus,0,hbsc
4,7,bus,0,hbsc
4,8,bus,0,hbsc
4,9,bus,0,hbsc
4,10,bus,0,hbsc
4,11,bus,0,hbsc
4,12,bus,0,hbsc
4,13,bus,0,hbsc
4,14,bus,0,hbsc
4,15,bus,0,hbsc
5,1,bus,0,hbsc
5,2,bus,0,hbsc
5,3,bus,0,hbsc
5,4,bus,0,hbsc
5,6,bus,0,hbsc
5,7,bus,0,hbsc
5,8,bus,0,hbsc
5,9,bus,0,hbsc
5,10,bus,0,hbsc
5,11,bus,0,hbsc
5,12,bus,0,hbsc
5,13,bus,0,hbsc
5,14,bus,0,hbsc
5,15,bus,0,hbsc
6,1,bus,0,hbsc
6,2,bus,0,hbsc
6,3,bus,0,hbsc
6,4,bus,0,hbsc
6,5,bus,0,hbsc
6,7,bus,0,hbsc
6,8,bus,0,hbsc
6,9,bus,0,hbsc
6,10,bus,0,hbsc
6,11,bus,0,hbsc
6,12,bus,0,hbsc
6,13,bus,0,hbsc
6,14,bus,0,hbsc
6,15,bus,0,hbsc
7,1,bus,0,hbsc
7,2,bus,0,hbsc
7,3,bus,0,hbsc
7,4,bus,0,hbsc
7,5,bus,0,hbsc
7,6,bus,0,hbsc
7,8,bus,0,hbsc
7,9,bus,0,hbsc
7,10,bus,0,hbsc
7,11,bus,0,hbsc
7,12,bus,0,hbsc
7,13,bus,0,hbsc
7,14,bus,0,hbsc
7,15,bus,0,hbsc
8,1,bus,0,hbsc
8,2,bus,0,hbsc
8,3,bus,0,hbsc
8,4,bus,0,hbsc
8,5,bus,0,hbsc
8,6,bus,0,hbsc
8,7,bus,0,hbsc
8,9,bus,0,hbsc
8,10,bus,0,hbsc
8,11,bus,0,hbsc
8,12,bus,0,hbsc
8,13,bus,0,hbsc
8,14,bus,0,hbsc
8,15,bus,0,hbsc
9,1,bus,0,hbsc
9,2,bus,0,hbsc
9,3,bus,0,hbsc
9,4,bus,0,hbsc
9,5,bus,0,hbsc
9,6,bus,0,hbsc
9,7,bus,0,hbsc
9,8,bus,0,hbsc
9,10,bus,0,hbsc
9,11,bus,0,hbsc
9,12,bus,0,hbsc
9,13,bus,0,hbsc
9,14,bus,0,hbsc
9,15,bus,0,hbsc
10,1,bus,0,hbsc
10,2,bus,0,hbsc
10,3,bus,0,hbsc
10,4,bus,0,hbsc
10,5,bus,0,hbsc
10,6,bus,0,hbsc
10,7,bus,0,hbsc
10,8,bus,0,hbsc
10,9,bus,0,hbsc
10,11,bus,0,hbsc
10,12,bus,0,hbsc
10,13,bus,0,hbsc
10,14,bus,0,hbsc
10,15,bus,0,hbsc
11,1,bus,0,hbsc
11,2,bus,0,hbsc
11,3,bus,0,hbsc
11,4,bus,0,hbsc
11,5,bus,0,hbsc
11,6,bus,0,hbsc
11,7,bus,0,hbsc
11,8,bus,0,hbsc
11,9,bus,0,hbsc
11,10,bus,0,hbsc
11,12,bus,0,hbsc
11,13,bus,0,hbsc
11,14,bus,0,hbsc
11,15,bus,0,hbsc
12,1,bus,0,hbsc
12,2,bus,0,hbsc
12,3,bus,0,hbsc
12,4,bus,0,hbsc
12,5,bus,0,hbsc
12,6,bus,0,hbsc
12,7,bus,0,hbsc
12,8,bus,0,hbsc
12,9,bus,0,hbsc
12,10,bus,0,hbsc
12,11,bus,0,hbsc
12,13,bus,0,hbsc
12,14,bus,0,hbsc
12,15,bus,0,hbsc
13,1,bus,0,hbsc
13,2,bus,0,hbsc
13,3,bus,0,hbsc
13,4,bus,0,hbsc
13,5,bus,0,hbsc
13,6,bus,0,hbsc
13,7,bus,0,hbsc
13,8,bus,0,hbsc
13,9,bus,0,hbsc
13,10,bus,0,hbsc
13,11,bus,0,hbsc
13,12,bus,0,hbsc
13,13,bus,0,hbsc
13,14,bus,0,hbsc
13,15,bus,0,hbsc
14,1,bus,0,hbsc
14,2,bus,0,hbsc
14,3,bus,0,hbsc
14,4,bus,0,hbsc
14,5,bus,0,hbsc
14,6,bus,0,hbsc
14,7,bus,0,hbsc
14,8,bus,0,hbsc
14,9,bus,0,hbsc
14,10,bus,0,hbsc
14,11,bus,0,hbsc
14,12,bus,0,hbsc
14,13,bus,0,hbsc
14,14,bus,0,hbsc
14,15,bus,0,hbsc
15,1,bus,0,hbsc
15,2,bus,0,hbsc
15,3,bus,0,hbsc
15,4,bus,0,hbsc
15,5,bus,0,hbsc
15,6,bus,0,hbsc
15,7,bus,0,hbsc
15,8,bus,0,hbsc
15,9,bus,0,hbsc
15,10,bus,0,hbsc
15,11,bus,0,hbsc
15,12,bus,0,hbsc
15,13,bus,0,hbsc
15,14,bus,0,hbsc
15,15,bus,0,hbsc
1,2,rail,0,hbsh
1,3,rail,0,hbsh
1,4,rail,0,hbsh
1,5,rail,0,hbsh
1,6,rail,0,hbsh
1,7,rail,0,hbsh
1,8,rail,0,hbsh
1,9,rail,0,hbsh
1,10,rail,0,hbsh
1,11,rail,0,hbsh
1,12,rail,0,hbsh
1,13,rail,0,hbsh
1,14,rail,0,hbsh
1,15,rail,0,hbsh
2,4,rail,0,hbsh
2,5,rail,0,hbsh
2,6,rail,0,hbsh
2,7,rail,0,hbsh
2,8,rail,0,hbsh
2,9,rail,0,hbsh
2,10,rail,0,hbsh
2,11,rail,0,hbsh
2,12,rail,0,hbsh
2,13,rail,0,hbsh
2,14,rail,0,hbsh
2,15,rail,0,hbsh
3,6,rail,0,hbsh
3,8,rail,0,hbsh
3,10,rail,0,hbsh
3,11,rail,0,hbsh
3,12,rail,0,hbsh
3,13,rail,0,hbsh
3,14,rail,0,hbsh
3,15,rail,0,hbsh
4,5,rail,0,hbsh
4,8,rail,0,hbsh
4,10,rail,0,hbsh
4,11,rail,0,hbsh
4,12,rail,0,hbsh
4,13,rail,0,hbsh
4,14,rail,0,hbsh
4,15,rail,0,hbsh
5,7,rail,0,hbsh
5,8,rail,0,hbsh
5,10,rail,0,hbsh
5,11,rail,0,hbsh
5,12,rail,0,hbsh
5,13,rail,0,hbsh
5,14,rail,0,hbsh
5,15,rail,0,hbsh
6,7,rail,0,hbsh
6,8,rail,0,hbsh
6,9,rail,0,hbsh
6,10,rail,0,hbsh
6,11,rail,0,hbsh
6,12,rail,0,hbsh
6,13,rail,0,hbsh
6,14,rail,0,hbsh
6,15,rail,0,hbsh
7,8,rail,0,hbsh
7,9,rail,0,hbsh
7,10,rail,0,hbsh
7,11,rail,0,hbsh
7,12,rail,0,hbsh
7,13,rail,0,hbsh
7,14,rail,0,hbsh
7,15,rail,0,hbsh
8,9,rail,0,hbsh
8,10,rail,0,hbsh
8,11,rail,0,hbsh
8,12,rail,0,hbsh
8,13,rail,0,hbsh
8,14,rail,0,hbsh
8,15,rail,0,hbsh
9,10,rail,0,hbsh
9,11,rail,0,hbsh
9,12,rail,0,hbsh
9,13,rail,0,hbsh
9,14,rail,0,hbsh
9,15,rail,0,hbsh
10,11,rail,0,hbsh
10,12,rail,0,hbsh
10,13,rail,0,hbsh
10,14,rail,0,hbsh
10,15,rail,0,hbsh
11,12,rail,0,hbsh
11,13,rail,0,hbsh
11,14,rail,0,hbsh
11,15,rail,0,hbsh
12,13,rail,0,hbsh
12,14,rail,0,hbsh
12,15,rail,0,hbsh
13,14,rail,0,hbsh
13,15,rail,0,hbsh
14,15,rail,0,hbsh
2,1,rail,0,hbsh
3,1,rail,0,hbsh
4,1,rail,0,hbsh
5,1,rail,0,hbsh
6,1,rail,0,hbsh
7,1,rail,0,hbsh
8,1,rail,0,hbsh
9,1,rail,0,hbsh
10,1,rail,0,hbsh
11,1,rail,0,hbsh
12,1,rail,0,hbsh
13,1,rail,0,hbsh
14,1,rail,0,hbsh
15,1,rail,0,hbsh
4,2,rail,0,hbsh
5,2,rail,0,hbsh
6,2,rail,0,hbsh
7,2,rail,0,hbsh
8,2,rail,0,hbsh
9,2,rail,0,hbsh
10,2,rail,0,hbsh
11,2,rail,0,hbsh
12,2,rail,0,hbsh
13,2,rail,0,hbsh
14,2,rail,0,hbsh
15,2,rail,0,hbsh
6,3,rail,0,hbsh
8,3,rail,0,hbsh
10,3,rail,0,hbsh
11,3,rail,0,hbsh
12,3,rail,0,hbsh
13,3,rail,0,hbsh
14,3,rail,0,hbsh
15,3,rail,0,hbsh
5,4,rail,0,hbsh
8,4,rail,0,hbsh
10,4,rail,0,hbsh
11,4,rail,0,hbsh
12,4,rail,0,hbsh
13,4,rail,0,hbsh
14,4,rail,0,hbsh
15,4,rail,0,hbsh
7,5,rail,0,hbsh
8,5,rail,0,hbsh
10,5,rail,0,hbsh
11,5,rail,0,hbsh
12,5,rail,0,hbsh
13,5,rail,0,hbsh
14,5,rail,0,hbsh
15,5,rail,0,hbsh
7,6,rail,0,hbsh
8,6,rail,0,hbsh
9,6,rail,0,hbsh
10,6,rail,0,hbsh
11,6,rail,0,hbsh
12,6,rail,0,hbsh
13,6,rail,0,hbsh
14,6,rail,0,hbsh
15,6,rail,0,hbsh
8,7,rail,0,hbsh
9,7,rail,0,hbsh
10,7,rail,0,hbsh
